Facility ID,Name,Address,License Type,License Number,Last Inspection Date,Inspection Purpose,Total Violations,Critical Violations,Violation Details
163,PORTSMOUTH MIDDLE SCHOOL,JEPSON LANE PORTSMOUTH RI 02871,Food Service (Non-Profit),FSV04191,09-29-2025,Environmental Complaint,2,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures"
163,PORTSMOUTH MIDDLE SCHOOL,JEPSON LANE PORTSMOUTH RI 02871,Food Service (Non-Profit),FSV04191,06-01-2025,Re-Inspection,2,0,"51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display"
163,PORTSMOUTH MIDDLE SCHOOL,JEPSON LANE PORTSMOUTH RI 02871,Food Service (Non-Profit),FSV04191,04-02-2025,Routine,0,0,None
163,PORTSMOUTH MIDDLE SCHOOL,JEPSON LANE PORTSMOUTH RI 02871,Food Service (Non-Profit),FSV04191,12-03-2024,Routine,0,0,None
164,BRADLEY SCHOOL - SOUTH COUNTY THE,31 FAIRFIELD WAY WAKEFIELD RI 02879,Food Service (Non-Profit),FSV23022,09-29-2025,Routine,3,0,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures"
164,BRADLEY SCHOOL - SOUTH COUNTY THE,31 FAIRFIELD WAY WAKEFIELD RI 02879,Food Service (Non-Profit),FSV23022,06-01-2025,Environmental Complaint,2,0,"55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures"
164,BRADLEY SCHOOL - SOUTH COUNTY THE,31 FAIRFIELD WAY WAKEFIELD RI 02879,Food Service (Non-Profit),FSV23022,03-03-2025,Routine,1,0,"55 - physical facilities installed, maintained, & clean"
164,BRADLEY SCHOOL - SOUTH COUNTY THE,31 FAIRFIELD WAY WAKEFIELD RI 02879,Food Service (Non-Profit),FSV23022,12-03-2024,Re-Inspection,0,0,None
165,GOVERNOR POTHIER ELEMENTARY,420 ROBINSON STREET WOONSOCKET RI 02895,Food Service (Non-Profit),FSV22263,08-30-2025,Environmental Complaint,4,0,"51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned"
165,GOVERNOR POTHIER ELEMENTARY,420 ROBINSON STREET WOONSOCKET RI 02895,Food Service (Non-Profit),FSV22263,07-01-2025,Routine,3,0,15 - food separated and protected | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible
165,GOVERNOR POTHIER ELEMENTARY,420 ROBINSON STREET WOONSOCKET RI 02895,Food Service (Non-Profit),FSV22263,04-02-2025,Re-Inspection,2,0,"10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean"
165,GOVERNOR POTHIER ELEMENTARY,420 ROBINSON STREET WOONSOCKET RI 02895,Food Service (Non-Profit),FSV22263,01-02-2025,Routine,4,1,"52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected"
166,E-CUBED ACADEMY,812 BRANCH AVENUE PROVIDENCE RI 02904,Food Service (Non-Profit),FSV25430,09-29-2025,Follow-up,8,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 15 - food separated and protected"
166,E-CUBED ACADEMY,812 BRANCH AVENUE PROVIDENCE RI 02904,Food Service (Non-Profit),FSV25430,06-01-2025,Environmental Complaint,6,1,"49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device"
166,E-CUBED ACADEMY,812 BRANCH AVENUE PROVIDENCE RI 02904,Food Service (Non-Profit),FSV25430,04-02-2025,Follow-up,8,2,"51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 15 - food separated and protected"
166,E-CUBED ACADEMY,812 BRANCH AVENUE PROVIDENCE RI 02904,Food Service (Non-Profit),FSV25430,01-02-2025,Routine,5,1,"49 - non-food contact surfaces clean | 15 - food separated and protected | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
167,WALGREENS PHARMACY NO 06892,591 METACOM AVENUE BRISTOL RI 028095131,Cash Registers - 6 or more,MRK07426,09-29-2025,Re-Inspection,6,1,"52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device"
167,WALGREENS PHARMACY NO 06892,591 METACOM AVENUE BRISTOL RI 028095131,Cash Registers - 6 or more,MRK07426,07-01-2025,Routine,5,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed"
167,WALGREENS PHARMACY NO 06892,591 METACOM AVENUE BRISTOL RI 028095131,Cash Registers - 6 or more,MRK07426,03-03-2025,Follow-up,6,1,"10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
168,KINGSTON HILL ACADEMY,850 STONY FORT ROAD SOUTH KINGSTOWN RI 02874,Food Service (Non-Profit),FSV26123,09-29-2025,Routine,6,0,"10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed"
168,KINGSTON HILL ACADEMY,850 STONY FORT ROAD SOUTH KINGSTOWN RI 02874,Food Service (Non-Profit),FSV26123,06-01-2025,Routine,5,2,"39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned"
168,KINGSTON HILL ACADEMY,850 STONY FORT ROAD SOUTH KINGSTOWN RI 02874,Food Service (Non-Profit),FSV26123,03-03-2025,Follow-up,6,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device"
168,KINGSTON HILL ACADEMY,850 STONY FORT ROAD SOUTH KINGSTOWN RI 02874,Food Service (Non-Profit),FSV26123,12-03-2024,Re-Inspection,6,0,"22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
169,ANTHONY CARNEVALE ELEMENTARY SCHOOL,50 SPRINGFIELD STREET PROVIDENCE RI 02909,Food Service (Non-Profit),FSV27402,09-29-2025,Follow-up,7,1,"51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean"
169,ANTHONY CARNEVALE ELEMENTARY SCHOOL,50 SPRINGFIELD STREET PROVIDENCE RI 02909,Food Service (Non-Profit),FSV27402,06-01-2025,Routine,6,0,"39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures"
169,ANTHONY CARNEVALE ELEMENTARY SCHOOL,50 SPRINGFIELD STREET PROVIDENCE RI 02909,Food Service (Non-Profit),FSV27402,03-03-2025,Routine,3,0,"52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures"
169,ANTHONY CARNEVALE ELEMENTARY SCHOOL,50 SPRINGFIELD STREET PROVIDENCE RI 02909,Food Service (Non-Profit),FSV27402,12-03-2024,Follow-up,7,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures"
170,THE BEACH HOUSE,805 HOPE STREET BRISTOL RI 02809,Seats - 50 or More,FSV27280,08-30-2025,Follow-up,5,1,"10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean"
170,THE BEACH HOUSE,805 HOPE STREET BRISTOL RI 02809,Seats - 50 or More,FSV27280,06-01-2025,Environmental Complaint,4,2,"15 - food separated and protected | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean"
170,THE BEACH HOUSE,805 HOPE STREET BRISTOL RI 02809,Seats - 50 or More,FSV27280,03-03-2025,Routine,3,0,"15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
170,THE BEACH HOUSE,805 HOPE STREET BRISTOL RI 02809,Seats - 50 or More,FSV27280,01-02-2025,Re-Inspection,5,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 15 - food separated and protected | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
171,GEL'S KITCHEN,#1 WEST WARWICK RI 02893,Seats - 50 or More,FSV28514,09-29-2025,Routine,3,0,"49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
171,GEL'S KITCHEN,#1 WEST WARWICK RI 02893,Seats - 50 or More,FSV28514,07-01-2025,Re-Inspection,2,0,"52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display"
171,GEL'S KITCHEN,#1 WEST WARWICK RI 02893,Seats - 50 or More,FSV28514,04-02-2025,Routine,1,0,51 - plumbing installed: proper backflow device
172,THE NEIGHBORHOOD TABLE AND THE BAH,7366 POST RD NORTH KINGSTOWN RI 02852,Seats - 50 or More,FSV29173,09-29-2025,Follow-up,5,0,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed"
172,THE NEIGHBORHOOD TABLE AND THE BAH,7366 POST RD NORTH KINGSTOWN RI 02852,Seats - 50 or More,FSV29173,06-01-2025,Routine,4,2,"39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned"
172,THE NEIGHBORHOOD TABLE AND THE BAH,7366 POST RD NORTH KINGSTOWN RI 02852,Seats - 50 or More,FSV29173,03-03-2025,Routine,1,0,22 - proper cold holding temperatures
173,NEW CHINA GOURMET,3001 E MAIN RD PORTSMOUTH RI 02871,Seats - Less than 50,FSV29737,08-30-2025,Routine,2,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures"
173,NEW CHINA GOURMET,3001 E MAIN RD PORTSMOUTH RI 02871,Seats - Less than 50,FSV29737,07-01-2025,Follow-up,2,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures"
173,NEW CHINA GOURMET,3001 E MAIN RD PORTSMOUTH RI 02871,Seats - Less than 50,FSV29737,04-02-2025,Routine,0,0,None
174,EMPIRE TEA AND COFFEE,251 THAMES ST BRISTOL RI 02809,Seats - Less than 50,FSV31707,08-30-2025,Environmental Complaint,4,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected"
174,EMPIRE TEA AND COFFEE,251 THAMES ST BRISTOL RI 02809,Seats - Less than 50,FSV31707,06-01-2025,Routine,2,0,"55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device"
174,EMPIRE TEA AND COFFEE,251 THAMES ST BRISTOL RI 02809,Seats - Less than 50,FSV31707,04-02-2025,Routine,4,1,"10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 15 - food separated and protected"
175,EMELY PARTY STORE AND BAKERY LLC,880 BROAD ST PROVIDENCE RI 02907,Food Processor Retail - In-State,FPR04809,08-30-2025,Routine,8,1,"55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures | 15 - food separated and protected"
175,EMELY PARTY STORE AND BAKERY LLC,880 BROAD ST PROVIDENCE RI 02907,Food Processor Retail - In-State,FPR04809,06-01-2025,Environmental Complaint,7,0,"39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible"
175,EMELY PARTY STORE AND BAKERY LLC,880 BROAD ST PROVIDENCE RI 02907,Food Processor Retail - In-State,FPR04809,03-03-2025,Routine,4,0,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
175,EMELY PARTY STORE AND BAKERY LLC,880 BROAD ST PROVIDENCE RI 02907,Food Processor Retail - In-State,FPR04809,01-02-2025,Follow-up,5,1,51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 15 - food separated and protected | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible
176,VOCS DUNNS CORNERS PIZZA,271 POST RD WESTERLY RI 02891,Seats - 50 or More,FSV32192,08-30-2025,Follow-up,8,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures"
176,VOCS DUNNS CORNERS PIZZA,271 POST RD WESTERLY RI 02891,Seats - 50 or More,FSV32192,07-01-2025,Routine,7,1,"15 - food separated and protected | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed"
176,VOCS DUNNS CORNERS PIZZA,271 POST RD WESTERLY RI 02891,Seats - 50 or More,FSV32192,03-03-2025,Routine,8,2,"52 - sewage & waste water properly disposed | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible"
176,VOCS DUNNS CORNERS PIZZA,271 POST RD WESTERLY RI 02891,Seats - 50 or More,FSV32192,01-02-2025,Re-Inspection,8,2,"52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible"
177,PEZZA FARM AND GARDEN CENTER EAST GREENWICH,2657 S COUNTY TRAIL EAST GREENWICH RI 02818,Cash Registers - 1-2,MRK09262,08-30-2025,Routine,3,0,"51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display"
177,PEZZA FARM AND GARDEN CENTER EAST GREENWICH,2657 S COUNTY TRAIL EAST GREENWICH RI 02818,Cash Registers - 1-2,MRK09262,06-01-2025,Routine,1,0,"53 - toilet facilities: properly constructed, supplied, & cleaned"
177,PEZZA FARM AND GARDEN CENTER EAST GREENWICH,2657 S COUNTY TRAIL EAST GREENWICH RI 02818,Cash Registers - 1-2,MRK09262,03-03-2025,Routine,0,0,None
178,RUFINO PIZZERIA,4 HOPE FURNACE RD PROVIDENCE RI 02831,Seats - Less than 50,FSV33167,08-30-2025,Follow-up,7,0,"52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures"
178,RUFINO PIZZERIA,4 HOPE FURNACE RD PROVIDENCE RI 02831,Seats - Less than 50,FSV33167,07-01-2025,Routine,6,0,"39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean"
178,RUFINO PIZZERIA,4 HOPE FURNACE RD PROVIDENCE RI 02831,Seats - Less than 50,FSV33167,03-03-2025,Routine,3,0,"55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 49 - non-food contact surfaces clean"
178,RUFINO PIZZERIA,4 HOPE FURNACE RD PROVIDENCE RI 02831,Seats - Less than 50,FSV33167,01-02-2025,Routine,4,2,"49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible"
179,TAVOLO WINE BAR AND TUSCAN GRILLE,2099 POST RD WARWICK RI 02886,Seats - 50 or More,FSV33538,08-30-2025,Follow-up,4,1,"49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible"
179,TAVOLO WINE BAR AND TUSCAN GRILLE,2099 POST RD WARWICK RI 02886,Seats - 50 or More,FSV33538,07-01-2025,Environmental Complaint,3,0,49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures
179,TAVOLO WINE BAR AND TUSCAN GRILLE,2099 POST RD WARWICK RI 02886,Seats - 50 or More,FSV33538,03-03-2025,Routine,4,1,"10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean"
180,FAMILY DOLLAR #32469,711 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 3-5,MRK09484,08-30-2025,Routine,8,0,"55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures"
180,FAMILY DOLLAR #32469,711 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 3-5,MRK09484,06-01-2025,Routine,6,2,"55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned"
180,FAMILY DOLLAR #32469,711 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 3-5,MRK09484,04-02-2025,Environmental Complaint,8,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 15 - food separated and protected"
180,FAMILY DOLLAR #32469,711 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 3-5,MRK09484,12-03-2024,Routine,2,0,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display"
181,PATS ITALIAN RESTAURANT,1650 NOOSE NECK HILL RD COVENTRY RI 02816,Seats - 50 or More,FSV34660,09-29-2025,Environmental Complaint,8,0,"49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected | 51 - plumbing installed: proper backflow device"
181,PATS ITALIAN RESTAURANT,1650 NOOSE NECK HILL RD COVENTRY RI 02816,Seats - 50 or More,FSV34660,07-01-2025,Routine,7,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible"
181,PATS ITALIAN RESTAURANT,1650 NOOSE NECK HILL RD COVENTRY RI 02816,Seats - 50 or More,FSV34660,04-02-2025,Routine,6,2,"39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
182,HONEYBIRD KITCHEN AND COCKTAILS,230 MASSASOIT AVE EAST PROVIDENCE RI 02914,Seats - Less than 50,FSV35489,09-29-2025,Routine,8,2,"49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
182,HONEYBIRD KITCHEN AND COCKTAILS,230 MASSASOIT AVE EAST PROVIDENCE RI 02914,Seats - Less than 50,FSV35489,07-01-2025,Re-Inspection,6,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 15 - food separated and protected | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
182,HONEYBIRD KITCHEN AND COCKTAILS,230 MASSASOIT AVE EAST PROVIDENCE RI 02914,Seats - Less than 50,FSV35489,03-03-2025,Routine,6,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean"
182,HONEYBIRD KITCHEN AND COCKTAILS,230 MASSASOIT AVE EAST PROVIDENCE RI 02914,Seats - Less than 50,FSV35489,12-03-2024,Follow-up,8,1,"52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 15 - food separated and protected | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
183,MI SCHOOL,2823 PAWTUCKET AVENUE RIVERSIDE RI 02915,Seats - Less than 50,FSV37347,09-29-2025,Routine,3,0,"51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed"
183,MI SCHOOL,2823 PAWTUCKET AVENUE RIVERSIDE RI 02915,Seats - Less than 50,FSV37347,07-01-2025,Follow-up,2,0,"22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
183,MI SCHOOL,2823 PAWTUCKET AVENUE RIVERSIDE RI 02915,Seats - Less than 50,FSV37347,04-02-2025,Routine,1,0,52 - sewage & waste water properly disposed
184,THE LOOM HOTEL,400 KNIGHT STREET WARWICK RI 02886,Seats - 50 or More,FSV36702,08-30-2025,Environmental Complaint,3,0,22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 15 - food separated and protected
184,THE LOOM HOTEL,400 KNIGHT STREET WARWICK RI 02886,Seats - 50 or More,FSV36702,07-01-2025,Re-Inspection,1,0,"39 - contamination prevented during food preparation, storage, & display"
184,THE LOOM HOTEL,400 KNIGHT STREET WARWICK RI 02886,Seats - 50 or More,FSV36702,04-02-2025,Routine,1,0,15 - food separated and protected
185,WASABI JAPANESE CUISINE,1276 BALD HILL ROAD WARWICK RI 02886,Seats - 50 or More,FSV36757,08-30-2025,Follow-up,4,0,"51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display"
185,WASABI JAPANESE CUISINE,1276 BALD HILL ROAD WARWICK RI 02886,Seats - 50 or More,FSV36757,06-01-2025,Routine,4,1,"10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device"
185,WASABI JAPANESE CUISINE,1276 BALD HILL ROAD WARWICK RI 02886,Seats - 50 or More,FSV36757,04-02-2025,Follow-up,2,0,"22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
186,ANGKOR BOBA CAFE,743 RESERVOIR AVE CRANSTON RI 02910,Seats - Less than 50,FSV37849,09-29-2025,Routine,4,1,"39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
186,ANGKOR BOBA CAFE,743 RESERVOIR AVE CRANSTON RI 02910,Seats - Less than 50,FSV37849,07-01-2025,Environmental Complaint,2,0,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display"
186,ANGKOR BOBA CAFE,743 RESERVOIR AVE CRANSTON RI 02910,Seats - Less than 50,FSV37849,04-02-2025,Environmental Complaint,4,1,"49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 55 - physical facilities installed, maintained, & clean"
